Species	inBoxMovingMode	Artifact	Move Items?
D5BB	CF	Bad egg	No
D5BC	05	Bad egg	No
D5BE	30	Bad egg	No
D5C2	30	Bad egg	No
D5C3	D5	Bad egg	No
D5C4	05	Bad egg	No
D5C5	0D	Bad egg	No
D5C6	30	Bad egg	No
D5C9	CE	Bad egg	No
D5CA	05	Bad egg	No
D5CB	D5	Bad egg	No
D5CC	30	Bad egg	No
D5CD	0D	Bad egg	No
D5D0	05	Bad egg	No
D5D1	D4	Bad egg	No
D5D2	05	Bad egg	No
D5D3	D0	Bad egg	No
D5D4	30	Bad egg	No
D5D6	31	Bad egg	No
D5D7	DD	Bad egg	No
D5D8	05	Bad egg	No
D5D9	DC	Bad egg	No
D5DC	04	Bad egg	No
D5DD	D6	Bad egg	No
D5DE	05	Bad egg	No
D5DF	D5	Bad egg	No
D5E0	05	Bad egg	No
D5E5	DC	Bad egg	No
D5E6	05	Bad egg	No
D5E7	DD	Bad egg	No
D5EC	05	Bad egg	No
D5ED	0D	Bad egg	No
D5EE	30	Bad egg	No
D5EF	D5	Bad egg	No
D5F0	10	Bad egg	No
D5F1	CE	Bad egg	No
D5F3	E5	Bad egg	No
D5F4	30	Bad egg	No
D5F5	0D	Bad egg	No
D5F6	05	Bad egg	No
D5F7	A1	Bad egg	No
D5F8	05	Bad egg	No
D5FB	0D	Bad egg	No
D5FC	30	Bad egg	No
D5FD	D4	Bad egg	No
D5FE	10	Bad egg	No
D5FF	BA	Bad egg	No
D600	31	Bad egg	No
D603	0D	Bad egg	No
D604	05	Bad egg	No
D605	B8	Bad egg	No
D606	10	Bad egg	No
D607	D5	Bad egg	No
D609	C9	Bad egg	No
D60A	30	Bad egg	No
D60B	0D	Bad egg	No
D60C	05	Bad egg	No
D60D	A1	Bad egg	No
D60E	05	Bad egg	No
D60F	DD	Bad egg	No
D610	30	Bad egg	No
D612	30	Bad egg	No
D613	E5	Bad egg	No
D614	10	Bad egg	No
D615	D4	Bad egg	No
D616	05	Bad egg	No
D617	D7	Bad egg	No
D61B	E9	Bad egg	No
D61C	31	Bad egg	No
D61D	DC	Bad egg	No
D61E	05	Bad egg	No
D61F	CF	Bad egg	No
D621	CE	Bad egg	No
D622	31	Bad egg	No
D623	D5	Bad egg	No
D624	05	Bad egg	No
D625	D4	Bad egg	No
D626	05	Bad egg	No
D628	05	Bad egg	No
D629	D4	Bad egg	No
D62A	05	Bad egg	No
D62B	DD	Bad egg	No
D62C	05	Bad egg	No
D62D	DC	Bad egg	No
D62E	05	Bad egg	No
D62F	CF	Bad egg	No
D630	05	Bad egg	No
D632	08	Bad egg	No
D634	05	Bad egg	No
D635	D4	Bad egg	No
D636	05	Bad egg	No
D637	D4	Bad egg	No
D638	05	Bad egg	No
D639	D5	Bad egg	No
D63B	72	Bad egg	No
D63C	05	Bad egg	No
D63D	DD	Bad egg	No
D63E	05	Bad egg	No
D63F	E4	Bad egg	No
D640	05	Bad egg	No
D642	05	Bad egg	No
D643	D5	Bad egg	No
D644	04	Bad egg	No
D645	D5	Bad egg	No
D646	04	Bad egg	No
D647	89	Bad egg	No
D649	D5	Bad egg	No
D64A	05	Bad egg	No
D64B	E7	Bad egg	No
D64C	05	Bad egg	No
D64E	53	Bad egg	No
D650	50	Bad egg	No
D651	D4	Bad egg	No
D653	D4	Bad egg	No
D654	50	Bad egg	No
D655	1E	Bad egg	No
D658	05	Bad egg	No
D65A	05	Bad egg	No
D65C	53	Bad egg	No
D65F	E6	Bad egg	No
D661	70	Bad egg	No
D664	30	Bad egg	No
D665	87	Bad egg	No
D667	CF	Bad egg	No
D66A	53	Bad egg	No
D66D	85	Bad egg	No
D66E	04	Bad egg	No
D66F	0D	Bad egg	No
D671	E0	Bad egg	No
D673	B3	Bad egg	No
D674	04	Bad egg	No
D675	D7	Bad egg	No
D676	31	Bad egg	No
D677	79	Bad egg	No
D67A	31	Bad egg	No
D67B	0D	Bad egg	No
D67C	30	Bad egg	No
D67D	D4	Bad egg	No
D67E	30	Bad egg	No
D67F	D2	Bad egg	No
D681	D4	Bad egg	No
D683	0D	Bad egg	No
D684	05	Bad egg	No
D685	0D	Bad egg	No
D686	30	Bad egg	No
D687	D1	Bad egg	No
D688	05	Bad egg	No
D689	CF	Bad egg	No
D68A	30	Bad egg	No
D68B	DD	Bad egg	No
D68C	05	Bad egg	No
D68D	0D	Bad egg	No
D68E	31	Bad egg	No
D68F	D6	Bad egg	No
D690	05	Bad egg	No
D692	30	Bad egg	No
D693	DD	Bad egg	No
D694	30	Bad egg	No
D697	E4	Bad egg	No
D699	C6	Bad egg	No
D69A	05	Bad egg	No
D69B	0D	Bad egg	No
D69C	31	Bad egg	No
D69D	D9	Bad egg	No
D69E	31	Bad egg	No
D6A0	30	Bad egg	No
D6A1	DC	Bad egg	No
D6A2	05	Bad egg	No
D6A3	D5	Bad egg	No
D6A4	31	Bad egg	No
D6A6	31	Bad egg	No
D6A7	CF	Bad egg	No
D6A8	05	Bad egg	No
D6A9	D4	Bad egg	No
D6AA	30	Bad egg	No
D6AC	31	Bad egg	No
D6AE	05	Bad egg	No
D6AF	D5	Bad egg	No
D6B0	05	Bad egg	No
D6B2	05	Bad egg	No
D6B3	D9	Bad egg	No
D6B4	31	Bad egg	No
D6B5	DC	Bad egg	No
D6B6	05	Bad egg	No
D6B7	D5	Bad egg	No
D6B9	DC	Bad egg	No
D6BA	31	Bad egg	No
D6BB	D5	Bad egg	No
D6BC	05	Bad egg	No
D6BD	D4	Bad egg	No
D6BE	05	Bad egg	No
D6C0	05	Bad egg	No
D6C2	31	Bad egg	No
D6C3	DD	Bad egg	No
D6C4	05	Bad egg	No
D6C5	DC	Bad egg	No
D6C7	D5	Bad egg	No
D6C8	05	Bad egg	No
D6C9	D6	Bad egg	No
D6CA	05	Bad egg	No
D6CB	D5	Bad egg	No
D6CC	05	Bad egg	No
D6CD	CE	Bad egg	No
D6CE	31	Bad egg	No
D6CF	D5	Bad egg	No
D6D0	31	Bad egg	No
D6D1	F3	Bad egg	No
D6D2	05	Bad egg	No
D6D3	F2	Bad egg	No
D6D4	05	Bad egg	No
D6D5	D4	Bad egg	No
D6D6	05	Bad egg	No
D6D8	05	Bad egg	No
D6D9	D5	Bad egg	No
D6DA	05	Bad egg	No
D6DB	D4	Bad egg	No
D6DC	05	Bad egg	No
D6DD	D4	Bad egg	No
D6DF	E6	Bad egg	No
D6E0	05	Bad egg	No
D6E1	DD	Bad egg	No
D6E2	05	Bad egg	No
D6E3	D5	Bad egg	No
D6E4	05	Bad egg	No
D6E5	D4	Bad egg	No
D6E6	31	Bad egg	No
D6E8	05	Bad egg	No
D6E9	D5	Bad egg	No
D6EA	05	Bad egg	No
D6EB	DD	Bad egg	No
D6EC	05	Bad egg	No
D6ED	D9	Bad egg	No
D6EE	31	Bad egg	No
D6EF	E4	Bad egg	No
D6F0	05	Bad egg	No
D6F1	D4	Bad egg	No
D6F2	05	Bad egg	No
D6F3	E5	Bad egg	No
D6F4	31	Bad egg	No
D6F5	E1	Bad egg	No
D6F6	31	Bad egg	No
D6F7	D4	Bad egg	No
D6F8	05	Bad egg	No
D6F9	DC	Bad egg	No
D6FA	05	Bad egg	No
D6FE	05	Bad egg	No
D6FF	DC	Bad egg	No
D700	05	Bad egg	No
D701	0D	Bad egg	No
D704	30	Bad egg	No
D706	05	Bad egg	No
D707	DD	Bad egg	No
D708	30	Bad egg	No
D70B	0D	Bad egg	No
D70D	29	Bad egg	No
D70E	07	Bad egg	No
D70F	0D	Bad egg	No
D711	D9	Bad egg	No
D712	30	Bad egg	No
D713	0D	Bad egg	No
D714	37	Bad egg	No
D715	31	Bad egg	No
D716	05	Bad egg	No
D717	0D	Bad egg	No
D718	31	Bad egg	No
D719	0D	Bad egg	No
D71A	30	Bad egg	No
D71B	39	Bad egg	No
D71C	07	Bad egg	No
D71D	D4	Bad egg	No
D720	30	Bad egg	No
D721	0D	Bad egg	No
D722	30	Bad egg	No
D723	36	Bad egg	No
D724	05	Bad egg	No
D726	31	Bad egg	No
D727	D9	Bad egg	No
D728	30	Bad egg	No
D72A	07	Bad egg	No
D72B	1B	Bad egg	No
D72C	30	Bad egg	No
D72D	D6	Bad egg	No
D72E	31	Bad egg	No
D732	05	Bad egg	No
D734	31	Bad egg	No
D735	CE	Bad egg	No
D736	31	Bad egg	No
D737	D1	Bad egg	No
D739	DD	Bad egg	No
D73B	E0	Bad egg	No
D73C	05	Bad egg	No
D73D	E0	Bad egg	No
D73E	31	Bad egg	No
D740	05	Bad egg	No
D741	CE	Bad egg	No
D742	31	Bad egg	No
D743	DD	Bad egg	No
D744	31	Bad egg	No
D745	E1	Bad egg	No
D746	30	Bad egg	No
D747	F3	Bad egg	No
D748	05	Bad egg	No
D749	D4	Bad egg	No
D74A	05	Bad egg	No
D74B	D5	Bad egg	No
D74E	05	Bad egg	No
D74F	D5	Bad egg	No
D750	05	Bad egg	No
D751	DC	Bad egg	No
D752	05	Bad egg	No
D753	DD	Bad egg	No
D754	31	Bad egg	No
D755	DC	Bad egg	No
D756	05	Bad egg	No
D758	A8	Bad egg	No
D75B	C9	Bad egg	No
D75C	07	Bad egg	No
D75D	ED	Bad egg	No
D75E	33	Bad egg	No
D75F	C6	Bad egg	No
D760	33	Bad egg	No
D761	D9	Bad egg	No
D762	03	Bad egg	No
D764	B4	Bad egg	No
D767	70	Bad egg	No
D768	06	Bad egg	No
D769	62	Bad egg	No
D76A	05	Bad egg	No
D76B	70	Bad egg	No
D76C	11	Bad egg	No
D76D	49	Bad egg	No
D76E	06	Bad egg	No
D76F	81	Bad egg	No
D770	11	Bad egg	No
D771	70	Bad egg	No
D772	30	Bad egg	No
D773	79	Bad egg	No
D774	06	Bad egg	No
D775	74	Bad egg	No
D776	11	Bad egg	No
D777	73	Bad egg	No
D778	06	Bad egg	No
D779	4A	Bad egg	No
D77A	30	Bad egg	No
D77B	70	Bad egg	No
D77C	04	Bad egg	No
D77D	4A	Bad egg	No
D77E	06	Bad egg	No
D780	05	Bad egg	No
D781	BE	Bad egg	No
D782	06	Bad egg	No
D783	7A	Bad egg	No
D784	06	Bad egg	No
D785	71	Bad egg	No
D786	04	Bad egg	No
D788	06	Bad egg	No
D789	4A	Bad egg	No
D78A	04	Bad egg	No
D78B	92	Bad egg	No
D78D	52	Bad egg	No
D78E	06	Bad egg	No
D790	04	Bad egg	No
D791	BE	Bad egg	No
D792	32	Bad egg	No
D793	5E	Bad egg	No
D795	75	Bad egg	No
D796	04	Bad egg	No
D798	32	Bad egg	No
D79A	04	Bad egg	No
D79B	73	Bad egg	No
D79D	07	Bad egg	No
D79F	75	Bad egg	No
D7A0	11	Bad egg	No
D7A1	73	Bad egg	No
D7A4	30	Bad egg	No
D7A5	75	Bad egg	No
D7A6	04	Bad egg	No
D7A8	32	Bad egg	No
D7AA	04	Bad egg	No
D7AB	73	Bad egg	No
D7AF	71	Bad egg	No
D7B0	11	Bad egg	No
D7B1	7B	Bad egg	No
D7B4	04	Bad egg	No
D7B5	70	Bad egg	No
D7B6	04	Bad egg	No
D7B9	7D	Bad egg	No
D7BA	04	Bad egg	No
D7BB	7B	Bad egg	No
D7BC	04	Bad egg	No
D7BD	CF	Bad egg	No
D7BE	04	Bad egg	No
D7BF	71	Bad egg	No
D7C0	11	Bad egg	No
D7C1	7C	Bad egg	No
D7C2	04	Bad egg	No
D7C3	A9	Bad egg	No
D7C4	04	Bad egg	No
D7C5	70	Bad egg	No
D7C6	04	Bad egg	No
D7C7	A9	Bad egg	No
D7C8	04	Bad egg	No
D7C9	74	Bad egg	No
D7CA	11	Bad egg	No
D7CB	71	Bad egg	No
D7CC	04	Bad egg	No
D7CD	5E	Bad egg	No
D7CE	04	Bad egg	No
D7CF	80	Bad egg	No
D7D0	11	Bad egg	No
D7D1	A9	Bad egg	No
D7D2	30	Bad egg	No
D7D3	A9	Bad egg	No
D7D4	04	Bad egg	No
D7D5	70	Bad egg	No
D7D6	11	Bad egg	No
D7D7	5D	Bad egg	No
D7D8	16	Bad egg	No
D7D9	89	Bad egg	No
D7DA	11	Bad egg	No
D7DB	70	Bad egg	No
D7DC	11	Bad egg	No
D7DD	5E	Bad egg	No
D7DE	30	Bad egg	No
D7DF	70	Bad egg	No
D7E0	11	Bad egg	No
D7E1	70	Bad egg	No
D7E2	30	Bad egg	No
D7E3	5E	Bad egg	No
D7E4	11	Bad egg	No
D7E5	70	Bad egg	No
D7E6	11	Bad egg	No
D7E7	84	Bad egg	No
D7E8	06	Bad egg	No
D7E9	86	Bad egg	No
D7EA	11	Bad egg	No
D7EB	70	Bad egg	No
D7EC	11	Bad egg	No
D7ED	8C	Bad egg	No
D7EE	12	Bad egg	No
D7EF	70	Bad egg	No
D7F0	11	Bad egg	No
D7F1	70	Bad egg	No
D7F2	11	Bad egg	No
D7F3	70	Bad egg	No
D7F4	11	Bad egg	No
D7F5	70	Bad egg	No
D7F6	11	Bad egg	No
D7F7	70	Bad egg	No
D7F8	11	Bad egg	No
D7F9	70	Bad egg	No
D7FA	11	Bad egg	No
D7FB	70	Bad egg	No
D7FC	11	Bad egg	No
D7FD	70	Bad egg	No
D7FE	11	Bad egg	No
D7FF	70	Bad egg	No
D800	11	Bad egg	No
D801	70	Bad egg	No
D802	11	Bad egg	No
D803	70	Bad egg	No
D804	11	Bad egg	No
D805	5C	Bad egg	No
D806	08	Bad egg	No
D808	06	Bad egg	No
D809	B8	Bad egg	No
D80A	06	Bad egg	No
D80B	C1	Bad egg	No
D80C	06	Bad egg	No
D80D	C0	Bad egg	No
D80F	BB	Bad egg	No
D810	32	Bad egg	No
D811	B4	Bad egg	No
D812	32	Bad egg	No
D813	C3	Bad egg	No
D814	32	Bad egg	No
D815	BA	Bad egg	No
D816	06	Bad egg	No
D817	31	Bad egg	No
D818	06	Bad egg	No
D819	31	Bad egg	No
D81A	06	Bad egg	No
D81B	BA	Bad egg	No
D81C	06	Bad egg	No
D81D	31	Invisible bad egg	No
D81E	32	Bad egg	No
D81F	30	Bad egg	No
D820	06	Invisible bad egg	No
D821	32	Bad egg	No
D822	32	Invisible bad egg	No
D823	23	Bad egg	No
D824	06	Bad egg	No
D826	06	Bad egg	No
D827	7B	Bad egg	No
D828	32	Bad egg	No
D829	BE	Bad egg	No
D82A	32	Bad egg	No
D82B	BF	Bad egg	No
D82C	32	Bad egg	No
D82D	BA	Bad egg	No
D82E	32	Bad egg	No
D832	06	Bad egg	No
D833	2D	Bad egg	No
D834	4D	Bad egg	No
D836	06	Bad egg	No
D837	A9	Bad egg	No
D838	06	Bad egg	No
D839	EA	Bad egg	No
D83A	06	Bad egg	No
D83B	B1	Bad egg	No
D83C	06	Bad egg	No
D83D	1D	Bad egg	No
D83E	32	Bad egg	No
D83F	F0	Bad egg	No
D840	06	Bad egg	No
D841	EE	Bad egg	No
D842	32	Bad egg	No
D843	E7	Bad egg	No
D844	32	Bad egg	No
D845	E0	Bad egg	No
D846	32	Bad egg	No
D847	E4	Bad egg	No
D848	32	Bad egg	No
D849	EA	Bad egg	No
D84A	06	Bad egg	No
D84B	1D	Bad egg	No
D84C	06	Invisible bad egg	No
D84D	F3	Bad egg	No
D84E	32	Bad egg	No
D84F	E7	Bad egg	No
D850	32	Bad egg	No
D851	0D	Bad egg	No
D852	32	Bad egg	No
D853	0D	Bad egg	No
D854	32	Bad egg	No
D855	E0	Bad egg	No
D856	32	Bad egg	No
D857	E8	Bad egg	No
D858	06	Bad egg	No
D859	F2	Bad egg	No
D85A	32	Bad egg	No
D85B	F2	Bad egg	No
D85C	32	Bad egg	No
D85D	0D	Bad egg	No
D85F	2D	Bad egg	No
D861	36	Bad egg	No
D862	06	Bad egg	No
D863	6B	Bad egg	No
D865	63	Bad egg	No
D866	06	Bad egg	No
D867	6D	Bad egg	No
D868	06	Bad egg	No
D86A	06	Bad egg	No
D86B	48	Bad egg	No
D86C	06	Bad egg	No
D86D	9D	Bad egg	No
D86E	06	Bad egg	No
D86F	3B	Bad egg	No
D870	06	Bad egg	No
D871	55	Bad egg	No
D872	32	Bad egg	No
D874	32	Bad egg	No
D875	59	Bad egg	No
D877	38	Bad egg	No
D878	06	Bad egg	No
D879	38	Bad egg	No
D87A	06	Bad egg	No
D87B	3F	Bad egg	No
D87C	32	Bad egg	No
D87E	32	Bad egg	No
D87F	3C	Bad egg	No
D881	38	Bad egg	No
D882	32	Bad egg	No
D883	38	Bad egg	No
D884	32	Bad egg	No
D886	06	Bad egg	No
D887	38	Bad egg	No
D888	32	Bad egg	No
D889	38	Bad egg	No
D88A	06	Bad egg	No
D88B	61	Bad egg	No
D88C	32	Bad egg	No
D88E	32	Bad egg	No
D88F	3D	Bad egg	No
D890	06	Bad egg	No
D891	38	Bad egg	No
D893	62	Bad egg	No
D894	32	Bad egg	No
D895	5F	Bad egg	No
D89C	06	Bad egg	No
D89D	6D	Bad egg	No
D89E	06	Bad egg	No
D8A0	06	Bad egg	No
D8A1	40	Bad egg	No
D8A2	06	Bad egg	No
D8A3	74	Bad egg	No
D8A5	4B	Bad egg	No
D8A6	06	Bad egg	No
D8A7	4D	Bad egg	No
D8A8	06	Bad egg	No
D8A9	3E	Bad egg	No
D8AA	32	Bad egg	No
D8AB	3B	Bad egg	No
D8AD	3B	Bad egg	No
D8AE	06	Bad egg	No
D8AF	3B	Bad egg	No
D8B0	06	Bad egg	No
D8B2	32	Bad egg	No
D8B3	A1	Bad egg	No
D8B4	06	Bad egg	No
D8B5	3D	Bad egg	No
D8B6	06	Bad egg	No
D8B7	38	Bad egg	No
D8B8	32	Bad egg	No
D8B9	35	Bad egg	No
D8BA	32	Bad egg	No
D8BC	06	Bad egg	No
D8BD	38	Bad egg	No
D8BF	38	Bad egg	No
D8C0	06	Bad egg	No
D8C1	38	Bad egg	No
D8C2	32	Bad egg	No
D8C3	3F	Bad egg	No
D8C4	32	Bad egg	No
D8C5	3D	Bad egg	No
D8C6	32	Bad egg	No
D8C7	38	Bad egg	No
D8C9	38	Bad egg	No
D8CA	32	Bad egg	No
D8CB	38	Bad egg	No
D8CC	32	Bad egg	No
D8CF	38	Bad egg	No
D8D0	32	Bad egg	No
D8D8	C0	Bad egg	No
D8DB	D7	Bad egg	No
D8DC	07	Bad egg	No
D8DD	30	Bad egg	No
D8DE	07	Bad egg	No
D8DF	57	Bad egg	No
D8E1	2B	Bad egg	No
D8E2	33	Bad egg	No
D8E3	2C	Bad egg	No
D8E4	33	Bad egg	No
D8E5	2C	Bad egg	No
D8E6	07	Bad egg	No
D8E7	2C	Bad egg	No
D8E8	33	Bad egg	No
D8E9	1E	Bad egg	No
D8EA	33	Bad egg	No
D8EB	38	Bad egg	No
D8EC	33	Bad egg	No
D8ED	2B	Bad egg	No
D8EE	07	Bad egg	No
D8EF	4D	Bad egg	No
D8F0	33	Bad egg	No
D8F2	08	Bad egg	No
D8F3	2D	Bad egg	No
D8F5	2A	Bad egg	No
D8F6	07	Bad egg	No
D8F8	07	Bad egg	No
D8F9	43	Bad egg	No
D8FA	33	Bad egg	No
D8FB	2B	Bad egg	No
D8FC	33	Bad egg	No
D8FD	2B	Bad egg	No
D8FE	33	Bad egg	No
D8FF	2C	Bad egg	No
D900	33	Bad egg	No
D901	2B	Bad egg	No
D902	07	Bad egg	No
D903	1E	Bad egg	No
D904	33	Bad egg	No
D905	9E	Bad egg	No
D906	07	Bad egg	No
D907	E7	Bad egg	No
D908	07	Bad egg	No
D909	2C	Bad egg	No
D90A	33	Bad egg	No
D90B	2B	Bad egg	No
D90C	C6	Bad egg	No
D90D	24	Bad egg	No
D90F	38	Bad egg	No
D910	07	Bad egg	No
D911	30	Bad egg	No
D912	07	Bad egg	No
D913	54	Bad egg	No
D914	33	Bad egg	No
D915	2B	Bad egg	No
D916	33	Bad egg	No
D917	2B	Bad egg	No
D918	33	Bad egg	No
D919	2C	Bad egg	No
D91A	33	Bad egg	No
D91B	2C	Bad egg	No
D91C	07	Bad egg	No
D91D	1E	Bad egg	No
D91E	33	Bad egg	No
D91F	2C	Bad egg	No
D920	07	Bad egg	No
D921	E7	Bad egg	No
D922	07	Bad egg	No
D923	2C	Bad egg	No
D924	33	Bad egg	No
D925	2B	Bad egg	No
D927	2D	Bad egg	No
D929	F4	Bad egg	No
D92A	06	Bad egg	No
D92B	CE	Bad egg	No
D92C	06	Bad egg	No
D92D	DB	Bad egg	No
D92E	06	Bad egg	No
D92F	E0	Bad egg	No
D930	32	Bad egg	No
D931	E5	Bad egg	No
D932	06	Bad egg	No
D933	F6	Bad egg	No
D934	32	Bad egg	No
D935	F3	Bad egg	No
D936	32	Bad egg	No
D937	F6	Bad egg	No
D938	32	Bad egg	No
D939	E4	Bad egg	No
D93A	32	Bad egg	No
D93B	F6	Bad egg	No
D93C	32	Bad egg	No
D93D	F6	Bad egg	No
D93E	32	Bad egg	No
D93F	F6	Bad egg	No
D940	32	Bad egg	No
D941	E7	Bad egg	No
D942	32	Bad egg	No
D943	F6	Bad egg	No
D944	06	Bad egg	No
D945	F6	Bad egg	No
D946	32	Bad egg	No
D947	F6	Bad egg	No
D948	32	Bad egg	No
D949	E6	Bad egg	No
D94A	32	Bad egg	No
D94B	F6	Bad egg	No
D94C	06	Bad egg	No
D94D	F6	Bad egg	No
D94E	32	Bad egg	No
D94F	E5	Bad egg	No
D950	32	Bad egg	No
D951	F6	Bad egg	No
D952	32	Bad egg	No
D953	F6	Bad egg	No
D954	32	Bad egg	No
DB8E	04	Bad egg	No
DB8F	15	Bad egg	No
DB90	04	Bad egg	No
DB91	14	Bad egg	No
DB92	30	Bad egg	No
DB93	15	Bad egg	No
DB94	04	Bad egg	No
DB95	14	Bad egg	No
DB96	04	Bad egg	No
DB97	72	Bad egg	No
DB98	04	Bad egg	No
DB99	1C	Bad egg	No
DB9A	04	Bad egg	No
DB9B	1D	Bad egg	No
DB9C	04	Bad egg	No
DB9D	1C	Bad egg	No
DB9E	04	Bad egg	No
DB9F	71	Bad egg	No
DBA0	04	Bad egg	No
DBA1	14	Bad egg	No
DBA2	04	Bad egg	No
DBA3	DC	Bad egg	No
DBA4	04	Bad egg	No
DBA5	14	Bad egg	No
DBA6	04	Bad egg	No
DBA7	15	Bad egg	No
DBA9	E4	Bad egg	No
DBAB	1D	Bad egg	No
DBAC	04	Bad egg	No
DBAD	80	Bad egg	No
DBAE	06	Bad egg	No
DBAF	1D	Bad egg	No
DBB0	04	Bad egg	No
DBB1	1C	Bad egg	No
DBB2	04	Bad egg	No
DBB3	1D	Bad egg	No
DBB4	04	Bad egg	No
DBB5	24	Bad egg	No
DBB6	06	Bad egg	No
DBB7	89	Bad egg	No
DBB8	32	Bad egg	No
DBB9	24	Bad egg	No
DBBA	04	Bad egg	No
DBBB	15	Bad egg	No
DBBC	04	Bad egg	No
DBBD	BD	Bad egg	No
DBBE	30	Bad egg	No
DBBF	91	Bad egg	No
DBC0	06	Bad egg	No
DBC1	91	Bad egg	No
DBC2	30	Bad egg	No
DBC3	BF	Bad egg	No
DBC4	04	Bad egg	No
DBC5	14	Bad egg	No
DBC6	30	Bad egg	No
DBC7	10	Bad egg	No
DBC8	06	Bad egg	No
DBC9	9E	Bad egg	No
DBCA	06	Bad egg	No
DBCB	C3	Bad egg	No
DBCC	04	Bad egg	No
DBCD	14	Bad egg	No
DBCE	04	Bad egg	No
DBCF	CE	Bad egg	No
DBD0	06	Bad egg	No
DBD1	A4	Bad egg	No
DBD2	06	Bad egg	No
DBD3	E6	Bad egg	No
DBD4	30	Bad egg	No
DBD5	1C	Bad egg	No
DBD6	04	Bad egg	No
DBD7	17	Bad egg	No
DBD8	30	Bad egg	No
DBD9	A9	Bad egg	No
DBDA	06	Bad egg	No
DBDB	08	Bad egg	No
DBDC	30	Bad egg	No
DBDD	CF	Bad egg	No
DBDE	04	Bad egg	No
DBDF	17	Bad egg	No
DBE0	04	Bad egg	No
DBE1	10	Bad egg	No
DBE2	04	Bad egg	No
DBE3	05	Bad egg	No
DBE4	04	Bad egg	No
DBE5	09	Bad egg	No
DBE7	1D	Bad egg	No
DBE8	04	Bad egg	No
DBE9	B1	Bad egg	No
DBEA	04	Bad egg	No
DBEB	BB	Bad egg	No
DBEC	04	Bad egg	No
DBED	87	Bad egg	No
DBEE	04	Bad egg	No
DBF0	04	Bad egg	No
DBF1	1C	Bad egg	No
DBF2	31	Bad egg	No
DBF3	B9	Bad egg	No
DBF4	31	Bad egg	No
DBF5	BA	Bad egg	No
DBF7	B6	Bad egg	No
DBF8	04	Bad egg	No
DBF9	1C	Bad egg	No
DBFA	04	Bad egg	No
DBFB	C1	Bad egg	No
DBFC	31	Bad egg	No
DBFD	C1	Bad egg	No
DBFF	08	Bad egg	No
DC00	06	Bad egg	No
DC01	14	Bad egg	No
DC02	04	Bad egg	No
DC03	1F	Bad egg	No
DC04	31	Bad egg	No
DC05	C1	Bad egg	No
DC06	31	Bad egg	No
DC07	08	Bad egg	No
DC08	06	Bad egg	No
DC09	C1	Bad egg	No
DC0A	04	Bad egg	No
DC0B	15	Bad egg	No
DC0C	31	Bad egg	No
DC0D	C9	Bad egg	No
DC0E	31	Bad egg	No
DC0F	C1	Bad egg	No
DC10	30	Bad egg	No
DC11	B8	Bad egg	No
DC12	31	Bad egg	No
DC13	15	Bad egg	No
DC14	04	Bad egg	No
DC15	C2	Bad egg	No
DC16	31	Bad egg	No
DC17	09	Bad egg	No
DC18	31	Bad egg	No
DC19	B9	Bad egg	No
DC1A	31	Bad egg	No
DC1B	1D	Bad egg	No
DC1C	04	Bad egg	No
DC1D	14	Bad egg	No
DC1E	04	Bad egg	No
DC1F	42	Bad egg	No
DC20	04	Bad egg	No
DC21	C1	Bad egg	No
DC22	31	Bad egg	No
DC23	C1	Bad egg	No
DC24	04	Bad egg	No
DC25	1C	Bad egg	No
DC26	04	Bad egg	No
DC27	E6	Bad egg	No
DC28	05	Bad egg	No
DC29	C0	Bad egg	No
DC2A	31	Bad egg	No
DC2B	C9	Bad egg	No
DC2C	31	Bad egg	No
DC2D	1C	Bad egg	No
DC2E	04	Bad egg	No
DC2F	C1	Bad egg	No
DC30	05	Bad egg	No
DC31	56	Bad egg	No
DC32	31	Bad egg	No
DC33	2B	Bad egg	No
DC34	30	Bad egg	No
DC35	16	Bad egg	No
DC36	04	Bad egg	No
DC37	1D	Bad egg	No
DC38	31	Bad egg	No
DC39	5A	Bad egg	No
DC3A	30	Bad egg	No
DC3B	10	Bad egg	No
DC3C	30	Bad egg	No
DC3D	10	Bad egg	No
DC3E	04	Bad egg	No
DC3F	1F	Bad egg	No
DC40	04	Bad egg	No
DC41	B9	Bad egg	No
DC42	31	Bad egg	No
DC43	EA	Bad egg	No
DC44	04	Bad egg	No
DC45	CD	Bad egg	No
DC46	31	Bad egg	No
DC47	15	Bad egg	No
DC48	04	Bad egg	No
DC49	C0	Bad egg	No
DC4A	31	Bad egg	No
DC4B	C1	Bad egg	No
DC4C	31	Bad egg	No
DC4D	62	Bad egg	No
DC4E	30	Bad egg	No
DC4F	C2	Bad egg	No
DC50	04	Bad egg	No
DC51	14	Bad egg	No
DC52	31	Bad egg	No
DC53	C9	Bad egg	No
DC54	31	Bad egg	No
DC55	BC	Bad egg	No
DC56	31	Bad egg	No
DC57	B9	Bad egg	No
DC58	04	Bad egg	No
DC59	24	Bad egg	No
DC5A	04	Bad egg	No
DC5B	E6	Bad egg	No
DC5C	04	Bad egg	No
DC5D	E6	Bad egg	No
DC5E	31	Bad egg	No
DC5F	C1	Bad egg	No
DC60	31	Bad egg	No
DC61	09	Bad egg	No
DC62	30	Bad egg	No
DC63	17	Bad egg	No
DC64	30	Bad egg	No
DC65	7C	Bad egg	No
DC66	30	Bad egg	No
DC67	C9	Bad egg	No
DC68	31	Bad egg	No
DC69	C1	Bad egg	No
