Move	PP
6FB0	65
6FB1	0
6FB2	78
6FB3	124
6FB4	187
6FB5	0
6FB6	76
6FB7	78
6FB8	80
6FB9	82
6FBA	94
6FBB	92
6FBC	189
6FBD	190
6FBE	82
6FBF	101
6FC0	0
6FC1	190
6FC2	94
6FC3	101
6FC4	0
6FC5	86
6FC6	124
6FC7	126
6FC8	140
6FC9	130
6FCA	126
6FCB	124
6FCC	140
6FCD	0
6FCE	146
6FCF	130
6FD0	195
6FD1	154
6FD2	94
6FD3	76
6FD4	35
6FD5	158
6FD6	92
6FD7	78
6FD8	199
6FD9	198
6FDA	94
6FDB	132
6FDC	194
6FDD	0
6FDE	124
6FDF	110
6FE0	231
6FE1	217
6FE2	126
6FE3	108
6FE4	230
6FE5	195
6FE6	146
6FE7	130
6FE8	0
6FE9	245
6FEA	94
6FEB	76
6FEC	9
6FED	248
6FEE	92
6FEF	130
6FF0	3
6FF1	208
6FF2	146
6FF3	108
6FF4	218
6FF5	204
6FF6	124
6FF7	110
6FF8	221
6FF9	203
6FFA	146
6FFB	104
6FFC	0
6FFD	0
6FFE	92
6FFF	78
7000	252
7001	238
7002	94
7003	76
7004	251
7005	4
7006	146
7007	130
7008	0
7009	228
700A	126
700B	108
700C	213
700D	13
700E	124
700F	130
7010	243
7011	8
7012	146
7013	130
7014	225
7015	210
7016	92
7017	78
7018	57
7019	210
701A	146
701B	61
701C	30
701D	177
701E	124
701F	23
7020	0
7021	72
7022	126
7023	110
7024	38
7025	208
7026	124
7027	130
7028	193
7029	241
702A	146
702B	76
702C	120
702D	105
702E	146
702F	130
7030	0
7031	6
7032	146
7033	130
7034	34
7035	18
7036	126
7037	24
7038	0
7039	18
703A	146
703B	160
703C	150
703D	136
703E	162
703F	160
7040	144
7041	146
7042	162
7043	239
7044	56
7045	42
7046	162
7047	160
7048	151
7049	152
704A	162
704B	160
704C	149
704D	133
704E	0
704F	162
7050	16
7051	150
7052	162
7053	160
7054	184
7055	165
7056	184
7057	160
7058	181
7059	74
705A	178
705B	160
705C	0
705D	162
705E	162
705F	160
7060	172
7061	162
7062	162
7063	0
7064	122
7065	0
7066	150
7067	136
7068	131
7069	0
706A	182
706B	136
706C	0
706D	150
706E	0
706F	0
7070	113
7071	28
7072	94
7073	46
7074	0
7075	27
7076	81
7077	162
7078	53
7079	114
707A	0
707B	108
707C	75
707D	61
707E	124
707F	110
7080	77
7081	54
7082	81
7083	81
7084	70
7085	207
7086	92
7087	78
7088	109
7089	94
708A	94
708B	78
708C	80
708D	55
708E	81
708F	162
7090	239
7091	123
7092	126
7093	108
7094	0
7095	124
7096	179
7097	163
7098	32
7099	14
709A	93
709B	162
709C	16
709D	33
709E	178
709F	162
70A0	197
70A1	0
70A2	178
70A3	108
70A4	47
70A5	15
70A6	178
70A7	108
70A8	47
70A9	111
70AA	162
70AB	141
70AC	146
70AD	146
70AE	154
70AF	156
70B0	149
70B1	133
70B2	162
70B3	185
70B4	149
70B5	146
70B6	69
70B7	61
70B8	114
70B9	0
70BA	172
70BB	162
70BC	22
70BD	38
70BE	76
70BF	162
70C0	21
70C1	37
70C2	76
70C3	77
70C4	22
70C5	0
70C6	150
70C7	160
70C8	114
70C9	0
70CA	0
70CB	0
70CC	0
70CD	0
70CE	0
70CF	0
70D0	0
70D1	0
70D2	0
70D3	0
70D4	0
70D5	0
70D6	0
70D7	0
70D8	0
70D9	0
70DA	0
70DB	0
70DC	0
70DD	0
70DE	0
70DF	0
70E0	0
70E1	0
70E2	0
70E3	0
70E4	0
70E5	0
70E6	0
70E7	0
70E8	0
70E9	0
70EA	0
70EB	0
70EC	0
70ED	0
70EE	0
70EF	0
70F0	0
70F1	0
70F2	0
70F3	0
70F4	0
70F5	0
70F6	21
70F7	21
70F8	96
70F9	0
70FA	0
70FB	0
70FC	0
70FD	0
70FE	0
70FF	0
7100	0
7101	0
7102	0
7103	0
7104	0
7105	0
7106	0
7107	0
7108	0
7109	0
710A	0
710B	0
710C	0
710D	0
710E	0
710F	0
7110	0
7111	4
7112	0
7113	159
7114	162
7115	160
7116	194
7117	0
7118	162
7119	160
711A	193
711B	143
711C	33
711D	32
711E	30
711F	0
7120	83
7121	51
7122	0
7123	188
7124	162
7125	160
7126	0
7127	55
7128	19
7129	239
712A	114
712B	100
712C	89
712D	71
712E	114
712F	96
7130	162
7131	160
7132	24
7133	8
7134	93
7135	61
7136	22
7137	8
7138	93
7139	0
713A	180
713B	202
713C	162
713D	160
713E	130
713F	0
7140	178
7141	162
7142	134
7143	161
7144	178
7145	0
7146	160
7147	145
7148	0
7149	0
714A	146
714B	148
714C	90
714D	74
714E	89
714F	149
7150	162
7151	0
7152	177
7153	162
7154	0
7155	160
7156	129
7157	0
7158	162
7159	160
715A	129
715B	167
715C	0
715D	0
715E	90
715F	74
7160	92
7161	78
7162	130
7163	0
7164	162
7165	109
7166	130
7167	0
7168	33
7169	85
716A	129
716B	0
716C	87
716D	71
716E	130
716F	143
7170	80
7171	0
7172	151
7173	136
7174	0
7175	0
7176	139
7177	0
7178	97
7179	81
717A	193
717B	0
717C	0
717D	0
717E	168
717F	168
7180	171
7181	80
7182	197
7183	209
7184	97
7185	202
7186	156
7187	183
7188	0
7189	0
718A	141
718B	184
718C	96
718D	81
718E	0
718F	0
7190	187
7191	0
7192	170
7193	0
7194	0
7195	155
7196	214
7197	156
7198	162
7199	160
719A	0
719B	203
719C	2
719D	3
719E	0
719F	0
71A0	80
71A1	65
71A2	193
71A3	0
71A4	162
71A5	160
71A6	156
71A7	0
71A8	4
71A9	32
71AA	0
71AB	148
71AC	90
71AD	78
71AE	0
71AF	0
71B0	33
71B1	74
71B2	90
71B3	148
71B4	92
71B5	74
71B6	224
71B7	150
71B8	92
71B9	78
71BA	0
71BB	0
71BC	33
71BD	32
71BE	0
71BF	0
71C0	97
71C1	243
71C2	0
71C3	0
71C4	97
71C5	81
71C6	0
71C7	0
71C8	119
71C9	103
71CA	159
71CB	0
71CC	97
71CD	81
71CE	193
71CF	0
71D0	97
71D1	71
71D2	249
71D3	0
71D4	87
71D5	160
71D6	232
71D7	0
71D8	97
71D9	241
71DA	2
71DB	244
71DC	97
71DD	81
71DE	8
71DF	250
71E0	97
71E1	240
71E2	0
71E3	0
71E4	240
71E5	81
71E6	215
71E7	142
71E8	162
71E9	160
71EA	172
71EB	0
71EC	162
71ED	243
71EE	0
71EF	0
71F0	94
71F1	0
71F2	21
71F3	21
71F4	0
71F5	101
71F6	21
71F7	0
71F8	0
71F9	21
71FA	0
71FB	105
71FC	21
71FD	0
71FE	0
71FF	0
7200	0
7201	0
7202	21
7203	21
7204	0
7205	0
7206	0
7207	0
7208	0
7209	0
720A	0
720B	0
720C	0
720D	0
720E	21
720F	0
7210	0
7211	0
7212	0
7213	21
7214	101
7215	101
7216	21
7217	0
7218	0
7219	0
721A	0
721B	0
721C	0
721D	0
721E	0
721F	0
7220	101
7221	16
7222	21
7223	0
7224	0
7225	0
7226	0
7227	21
7228	0
7229	0
722A	0
722B	137
722C	94
722D	78
722E	154
722F	146
7230	92
7231	76
7232	7
7233	247
7234	190
7235	76
7236	153
7237	154
7238	94
7239	190
723A	140
723B	248
723C	92
723D	76
723E	249
723F	142
7240	92
7241	78
7242	170
7243	154
7244	30
7245	76
7246	250
7247	9
7248	92
7249	190
724A	158
724B	185
724C	94
724D	78
724E	129
724F	186
7250	92
7251	76
7252	170
7253	11
7254	190
7255	76
7256	167
7257	147
7258	94
7259	78
725A	136
725B	0
725C	93
725D	66
725E	0
725F	182
7260	92
7261	78
7262	163
7263	145
7264	94
7265	76
7266	0
7267	179
7268	92
7269	52
726A	192
726B	0
726C	68
726D	78
726E	209
726F	209
7270	215
7271	196
7272	244
7273	196
7274	92
7275	78
7276	209
7277	191
7278	94
7279	78
727A	241
727B	3
727C	214
727D	110
727E	199
727F	208
7280	209
7281	124
7282	209
7283	227
7284	94
7285	76
7286	0
7287	230
7288	201
7289	76
728A	211
728B	2
728C	92
728D	71
728E	249
728F	0
7290	92
7291	78
7292	232
7293	0
7294	92
7295	78
7296	236
7297	218
7298	124
7299	110
729A	207
729B	220
729C	92
729D	78
729E	254
729F	222
72A0	92
72A1	78
72A2	10
72A3	0
72A4	32
72A5	87
72A6	255
72A7	0
72A8	83
72A9	0
72AA	25
72AB	26
72AC	126
72AD	108
72AE	36
72AF	26
72B0	0
72B1	67
72B2	10
72B3	30
72B4	0
72B5	0
72B6	72
72B7	42
72B8	0
72B9	0
72BA	72
72BB	0
72BC	83
72BD	0
72BE	26
72BF	73
72C0	74
72C1	74
72C2	71
72C3	74
72C4	74
72C5	67
72C6	32
72C7	0
72C8	0
72C9	0
72CA	89
72CB	88
72CC	0
72CD	0
72CE	90
72CF	88
72D0	0
72D1	0
72D2	27
72D3	87
72D4	58
72D5	0
72D6	20
72D7	42
72D8	0
72D9	0
72DA	23
72DB	22
72DC	126
72DD	82
72DE	10
72DF	88
72E0	0
72E1	0
72E2	22
72E3	24
72E4	0
72E5	0
72E6	29
72E7	0
72E8	82
72E9	0
72EA	9
72EB	88
72EC	32
72ED	74
72EE	32
72EF	73
72F0	17
72F1	0
72F2	253
72F3	0
72F4	92
72F5	110
72F6	10
72F7	130
72F8	94
72F9	32
72FA	10
72FB	38
72FC	32
72FD	83
72FE	0
72FF	0
7300	66
7301	50
7302	0
7303	0
7304	92
7305	44
7306	0
7307	0
7308	84
7309	80
730A	0
730B	0
730C	66
730D	108
730E	0
730F	0
7310	61
7311	52
7312	0
7313	212
7314	112
7315	98
7316	0
7317	0
7318	125
7319	110
731A	58
731B	0
731C	68
731D	52
731E	10
731F	0
7320	33
7321	37
7322	0
7323	0
7324	49
7325	3
7326	0
7327	0
7328	94
7329	36
732A	0
732B	0
732C	33
732D	18
732E	0
732F	0
7330	49
7331	108
7332	0
7333	0
7334	4
7335	32
7336	0
7337	0
7338	2
7339	48
733A	0
733B	0
733C	124
733D	17
733E	0
733F	0
7340	49
7341	68
7342	0
7343	0
7344	68
7345	70
7346	0
7347	0
7348	0
7349	71
734A	156
734B	142
734C	87
734D	87
734E	0
734F	95
7350	87
7351	71
7352	74
7353	0
7354	71
7355	87
7356	0
7357	0
7358	87
7359	71
735A	0
735B	140
735C	162
735D	160
735E	0
735F	0
7360	162
7361	160
7362	0
7363	191
7364	0
7365	160
7366	156
7367	0
7368	162
7369	0
736A	0
736B	0
736C	0
736D	0
736E	0
736F	0
7370	0
7371	0
7372	0
7373	0
7374	0
7375	0
7376	0
7377	0
7378	0
7379	0
737A	0
737B	0
737C	0
737D	0
737E	0
737F	0
7380	0
7381	0
7382	16
7383	0
7384	0
7385	0
7386	0
7387	0
7388	16
7389	0
738A	0
738B	0
738C	0
738D	0
738E	0
738F	0
7390	0
7391	0
7392	0
7393	0
7394	0
7395	0
7396	0
7397	0
7398	0
7399	0
739A	0
739B	0
739C	0
739D	0
739E	0
739F	208
73A0	0
73A1	208
73A2	0
73A3	0
73A4	208
73A5	208
73A6	0
73A7	208
73A8	208
73A9	208
73AA	208
73AB	208
73AC	208
73AD	208
73AE	208
73AF	209
73B0	132
73B1	27
73B2	27
73B3	0
73B4	27
73B5	27
73B6	21
73B7	21
73B8	21
73B9	130
73BA	192
73BB	0
73BC	146
73BD	130
73BE	194
73BF	0
73C0	146
73C1	130
73C2	219
73C3	203
73C4	146
73C5	162
73C6	74
73C7	0
73C8	92
73C9	78
73CA	133
73CB	0
73CC	124
73CD	108
73CE	176
73CF	0
73D0	3
73D1	48
73D2	133
73D3	151
73D4	126
73D5	108
73D6	151
73D7	59
73D8	124
73D9	18
73DA	135
73DB	0
73DC	2
73DD	76
73DE	151
73DF	167
73E0	124
73E1	32
73E2	10
73E3	20
73E4	146
73E5	130
73E6	10
73E7	0
73E8	146
73E9	76
73EA	9
73EB	0
73EC	92
73ED	108
73EE	10
73EF	25
73F0	146
73F1	110
73F2	26
73F3	42
73F4	92
73F5	20
73F6	10
73F7	131
73F8	69
73F9	76
73FA	57
73FB	42
73FC	92
73FD	77
73FE	72
73FF	0
7400	3
7401	48
7402	138
7403	170
7404	124
7405	108
7406	29
7407	88
7408	90
7409	108
740A	153
740B	154
740C	124
740D	108
740E	205
740F	153
7410	94
7411	76
7412	170
7413	186
7414	92
7415	78
7416	141
7417	170
7418	108
7419	108
741A	159
741B	141
741C	124
741D	110
741E	192
741F	156
7420	126
7421	108
7422	173
7423	141
7424	92
7425	78
7426	202
7427	181
7428	94
7429	20
742A	0
742B	204
742C	125
742D	92
742E	202
742F	41
7430	124
7431	84
7432	137
7433	130
7434	33
7435	32
7436	138
7437	0
7438	100
7439	109
743A	137
743B	0
743C	125
743D	32
743E	22
743F	8
7440	20
7441	37
7442	0
7443	0
7444	20
7445	37
7446	0
7447	0
7448	5
7449	248
744A	137
744B	6
744C	5
744D	162
744E	138
744F	0
7450	127
7451	41
7452	138
7453	0
7454	19
7455	0
7456	0
7457	0
7458	212
7459	76
745A	236
745B	222
745C	92
745D	76
745E	28
745F	14
7460	240
7461	226
7462	0
7463	0
7464	84
7465	68
7466	8
7467	0
7468	124
7469	228
746A	244
746B	0
746C	18
746D	4
746E	0
746F	0
7470	100
7471	84
7472	10
7473	12
7474	92
7475	32
7476	0
7477	0
7478	49
7479	76
747A	6
747B	0
747C	92
747D	32
747E	0
747F	0
7480	230
7481	216
7482	0
7483	0
7484	124
7485	110
7486	242
7487	228
7488	162
7489	160
748A	50
748B	0
748C	242
748D	228
748E	0
748F	12
7490	94
7491	76
7492	30
7493	0
7494	162
7495	23
7496	0
7497	0
7498	40
7499	0
749A	137
749B	0
749C	17
749D	0
749E	138
749F	0
74A0	17
74A1	4
74A2	0
74A3	204
74A4	33
74A5	32
74A6	0
74A7	0
74A8	71
74A9	87
74AA	50
74AB	0
74AC	68
74AD	52
74AE	0
74AF	0
74B0	176
74B1	55
74B2	77
74B3	0
74B4	0
74B5	0
74B6	0
74B7	0
74B8	124
74B9	0
74BA	0
74BB	0
74BC	0
74BD	0
74BE	0
74BF	0
74C0	0
74C1	0
74C2	0
74C3	0
74C4	0
74C5	0
74C6	0
74C7	0
74C8	0
74C9	0
74CA	0
74CB	0
74CC	0
74CD	0
74CE	105
74CF	0
74D0	0
74D1	0
74D2	0
74D3	0
74D4	0
74D5	0
74D6	0
74D7	0
74D8	0
74D9	0
74DA	0
74DB	99
74DC	101
74DD	0
74DE	0
74DF	0
74E0	0
74E1	0
74E2	0
74E3	0
74E4	2
74E5	0
74E6	0
74E7	0
74E8	0
74E9	0
74EA	0
74EB	0
74EC	0
74ED	21
74EE	0
74EF	0
74F0	0
74F1	0
74F2	0
74F3	0
74F4	0
74F5	16
74F6	0
74F7	0
74F8	0
74F9	32
74FA	0
74FB	202
74FC	162
74FD	160
74FE	219
74FF	203
7500	77
7501	61
7502	0
7503	144
7504	77
7505	61
7506	146
7507	130
7508	0
7509	0
750A	155
750B	132
750C	0
750D	0
750E	182
750F	161
7510	0
7511	0
7512	162
7513	160
7514	0
7515	0
7516	164
7517	134
7518	0
7519	0
751A	177
751B	162
751C	0
751D	0
751E	151
751F	133
7520	0
7521	76
7522	0
7523	157
7524	77
7525	76
7526	216
7527	205
7528	0
7529	0
752A	165
752B	172
752C	124
752D	61
752E	0
752F	194
7530	77
7531	61
7532	223
7533	228
7534	92
7535	0
7536	250
7537	203
7538	243
7539	61
753A	212
753B	202
753C	77
753D	0
753E	246
753F	195
7540	124
7541	76
7542	0
7543	254
7544	77
7545	61
7546	219
7547	227
7548	0
7549	76
754A	213
754B	200
754C	92
754D	110
754E	94
754F	0
7550	0
7551	0
7552	0
7553	0
7554	0
7555	0
7556	0
7557	0
7558	0
7559	0
755A	0
755B	0
755C	0
755D	0
755E	132
755F	0
7560	0
7561	0
7562	0
7563	0
7564	0
7565	0
7566	0
7567	0
7568	18
7569	76
756A	145
756B	0
756C	92
756D	78
756E	0
756F	212
7570	16
7571	34
7572	0
7573	0
7574	124
7575	110
7576	147
7577	197
7578	126
7579	33
757A	0
757B	0
757C	50
757D	34
757E	0
757F	160
7580	94
7581	76
7582	179
7583	206
7584	92
7585	78
7586	136
7587	0
7588	36
7589	108
758A	208
758B	194
758C	124
758D	192
758E	190
758F	195
7590	126
7591	21
7592	145
7593	0
7594	172
7595	160
7596	164
7597	0
7598	169
7599	76
759A	145
759B	139
759C	92
759D	78
759E	156
759F	133
75A0	94
75A1	160
75A2	145
75A3	133
75A4	124
75A5	110
75A6	139
75A7	173
75A8	126
75A9	108
75AA	145
75AB	145
75AC	94
75AD	162
75AE	158
75AF	145
75B0	94
75B1	76
75B2	221
75B3	204
75B4	0
75B5	239
75B6	155
75B7	141
75B8	124
75B9	73
75BA	145
75BB	0
75BC	89
75BD	71
75BE	145
75BF	212
75C0	173
75C1	34
75C2	184
75C3	168
75C4	94
75C5	76
75C6	230
75C7	226
75C8	229
75C9	35
75CA	0
75CB	139
75CC	228
75CD	35
75CE	204
75CF	20
75D0	124
75D1	110
75D2	8
75D3	0
75D4	19
75D5	245
75D6	0
75D7	221
75D8	19
75D9	78
75DA	101
75DB	22
75DC	94
75DD	34
75DE	0
75DF	0
75E0	229
75E1	76
75E2	205
75E3	140
75E4	126
75E5	76
75E6	230
75E7	20
75E8	89
75E9	71
75EA	114
75EB	0
75EC	18
75ED	34
75EE	131
75EF	168
75F0	18
75F1	32
75F2	184
75F3	168
75F4	68
75F5	73
75F6	116
75F7	100
75F8	208
75F9	76
75FA	64
75FB	50
75FC	92
75FD	27
75FE	239
75FF	115
7600	56
7601	76
7602	250
7603	236
7604	124
7605	110
7606	82
7607	67
7608	71
7609	71
760A	15
760B	255
760C	0
760D	78
760E	0
760F	80
7610	94
7611	76
7612	99
7613	31
7614	108
7615	72
7616	28
7617	235
7618	108
7619	108
761A	53
761B	115
761C	124
761D	0
761E	56
761F	43
7620	0
7621	108
7622	0
7623	13
7624	92
7625	78
7626	71
7627	54
7628	0
7629	0
762A	91
762B	77
762C	36
762D	32
762E	0
762F	69
7630	108
7631	124
7632	0
7633	78
7634	126
7635	0
7636	95
7637	0
7638	170
7639	20
763A	145
763B	133
763C	169
763D	170
763E	0
763F	174
7640	162
7641	160
7642	189
7643	172
7644	162
7645	160
7646	155
7647	141
7648	162
7649	160
764A	203
764B	155
764C	162
764D	160
764E	220
764F	0
7650	0
7651	0
7652	0
7653	0
7654	0
7655	0
7656	0
7657	23
7658	0
7659	0
765A	23
765B	21
765C	0
765D	0
765E	21
765F	0
7660	0
7661	0
7662	0
7663	0
7664	0
7665	23
7666	0
7667	0
7668	0
7669	0
766A	42
766B	42
766C	0
766D	0
766E	0
766F	0
7670	0
7671	0
7672	0
7673	0
7674	0
7675	0
7676	0
7677	0
7678	0
7679	0
767A	0
767B	0
767C	0
767D	0
767E	0
767F	0
7680	0
7681	0
7682	0
7683	23
7684	23
7685	145
7686	21
7687	21
7688	21
7689	0
768A	0
768B	129
768C	0
768D	0
768E	146
768F	197
7690	0
7691	0
7692	150
7693	58
7694	0
7695	0
7696	146
7697	146
7698	0
7699	0
769A	217
769B	164
769C	0
769D	0
769E	169
769F	161
76A0	0
76A1	0
76A2	178
76A3	162
76A4	0
76A5	34
76A6	40
76A7	0
76A8	18
76A9	0
76AA	209
76AB	194
76AC	0
76AD	0
76AE	228
76AF	194
76B0	0
76B1	0
76B2	58
76B3	74
76B4	0
76B5	0
76B6	226
76B7	194
76B8	0
76B9	0
76BA	226
76BB	72
76BC	0
76BD	0
76BE	152
76BF	0
76C0	18
76C1	34
76C2	139
76C3	0
76C4	205
76C5	221
76C6	159
76C7	193
76C8	0
76C9	0
76CA	154
76CB	155
76CC	0
76CD	0
76CE	190
76CF	175
76D0	0
76D1	0
76D2	210
76D3	194
76D4	0
76D5	0
76D6	171
76D7	155
76D8	45
76D9	156
76DA	0
76DB	207
76DC	0
76DD	0
76DE	184
76DF	186
76E0	0
76E1	0
76E2	205
76E3	189
76E4	0
76E5	34
76E6	0
76E7	242
76E8	18
76E9	0
76EA	202
76EB	220
76EC	0
76ED	0
76EE	205
76EF	219
76F0	0
76F1	0
76F2	5
76F3	244
76F4	0
76F5	0
76F6	204
76F7	221
76F8	0
76F9	60
76FA	168
76FB	16
76FC	0
76FD	0
76FE	33
76FF	140
7700	45
7701	61
7702	168
7703	141
7704	45
7705	29
7706	59
7707	0
7708	45
7709	0
770A	0
770B	0
770C	18
770D	27
770E	0
770F	0
7710	45
7711	209
7712	23
7713	6
7714	16
7715	34
7716	0
7717	0
7718	43
7719	61
771A	0
771B	0
771C	226
771D	212
771E	23
771F	0
7720	50
7721	34
7722	0
7723	0
7724	77
7725	61
7726	0
7727	16
7728	45
7729	29
772A	208
772B	194
772C	45
772D	29
772E	209
772F	0
7730	18
7731	34
7732	195
7733	0
7734	87
7735	70
7736	219
7737	203
7738	87
7739	61
773A	94
773B	250
773C	18
773D	61
773E	33
773F	0
7740	87
7741	59
7742	59
7743	0
7744	77
7745	61
7746	66
7747	6
7748	50
7749	61
774A	0
774B	24
774C	45
774D	61
774E	253
774F	27
7750	45
7751	32
7752	22
7753	7
7754	16
7755	2
7756	66
7757	52
7758	18
7759	34
775A	70
775B	114
775C	77
775D	71
775E	231
775F	84
7760	18
7761	34
7762	100
7763	114
7764	45
7765	34
7766	72
7767	58
7768	61
7769	32
776A	128
776B	50
776C	18
776D	61
776E	37
776F	20
7770	18
7771	32
7772	106
7773	96
7774	85
7775	58
7776	231
7777	0
7778	42
7779	61
777A	41
777B	233
777C	61
777D	45
777E	253
777F	246
7780	61
7781	45
7782	7
7783	234
7784	61
7785	45
7786	0
7787	11
7788	61
7789	45
778A	6
778B	7
778C	61
778D	61
778E	0
778F	84
7790	18
7791	59
7792	72
7793	58
7794	0
7795	105
7796	0
7797	0
7798	0
7799	0
779A	0
779B	0
779C	0
779D	0
779E	0
779F	0
77A0	0
77A1	0
77A2	0
77A3	0
77A4	0
77A5	0
77A6	0
77A7	0
77A8	0
77A9	0
77AA	0
77AB	0
77AC	0
77AD	0
77AE	0
77AF	0
77B0	0
77B1	0
77B2	0
77B3	0
77B4	0
77B5	0
77B6	0
77B7	0
77B8	0
77B9	0
77BA	0
77BB	136
77BC	0
77BD	0
77BE	0
77BF	0
77C0	0
77C1	0
77C2	0
77C3	0
77C4	0
77C5	0
77C6	0
77C7	0
77C8	0
77C9	0
77CA	0
77CB	0
77CC	0
77CD	0
77CE	132
77CF	0
77D0	0
77D1	0
77D2	0
77D3	0
77D4	0
77D5	0
77D6	0
77D7	0
77D8	177
77D9	162
77DA	0
77DB	0
77DC	224
77DD	224
77DE	61
77DF	0
77E0	176
77E1	16
77E2	0
77E3	0
77E4	210
77E5	195
77E6	0
77E7	0
77E8	0
77E9	194
77EA	0
77EB	0
77EC	16
77ED	225
77EE	0
77EF	0
77F0	156
77F1	167
77F2	0
77F3	0
77F4	226
77F5	192
77F6	0
77F7	0
77F8	242
77F9	242
77FA	0
77FB	0
77FC	181
77FD	240
77FE	0
77FF	0
7800	225
7801	16
7802	0
7803	0
7804	157
7805	136
7806	0
7807	0
7808	145
7809	208
780A	0
780B	0
780C	242
780D	208
780E	0
780F	0
7810	224
7811	145
7812	0
7813	133
7814	144
7815	165
7816	16
7817	0
7818	156
7819	242
781A	48
781B	0
781C	144
781D	144
781E	0
781F	185
7820	144
7821	242
7822	0
7823	0
7824	0
7825	0
7826	0
7827	0
7828	0
7829	0
782A	0
782B	0
782C	0
782D	10
782E	0
782F	0
7830	18
7831	6
7832	0
7833	0
7834	36
7835	10
7836	54
7837	0
7838	58
7839	4
783A	0
783B	0
783C	18
783D	42
783E	13
783F	0
7840	58
7841	1
7842	0
7843	0
7844	24
7845	2
7846	0
7847	0
7848	1
7849	0
784A	50
784B	0
784C	0
784D	16
784E	0
784F	0
7850	33
7851	1
7852	0
7853	61
7854	1
7855	17
7856	0
7857	0
7858	0
7859	0
785A	31
785B	0
785C	1
785D	0
785E	0
785F	0
7860	0
7861	0
7862	0
7863	0
7864	0
7865	0
7866	0
7867	0
7868	0
7869	0
786A	0
786B	0
786C	0
786D	0
786E	0
786F	0
7870	0
7871	0
7872	0
7873	0
7874	0
7875	0
7876	0
7877	0
7878	0
7879	0
787A	0
787B	0
787C	0
787D	0
787E	0
787F	0
7880	241
7881	0
7882	0
7883	241
7884	241
7885	0
7886	144
7887	0
7888	0
7889	161
788A	164
788B	0
788C	0
788D	181
788E	0
788F	225
7890	0
7891	192
7892	177
7893	0
7894	0
7895	196
7896	197
7897	0
7898	0
7899	229
789A	130
789B	0
789C	0
789D	209
789E	193
789F	0
78A0	0
78A1	213
78A2	197
78A3	0
78A4	139
78A5	183
78A6	240
78A7	0
78A8	0
78A9	241
78AA	0
78AB	0
78AC	0
78AD	201
78AE	167
78AF	137
78B0	0
78B1	184
78B2	0
78B3	186
78B4	210
78B5	0
78B6	183
78B7	0
78B8	0
78B9	201
78BA	153
78BB	0
78BC	16
78BD	0
78BE	0
78BF	0
78C0	0
78C1	199
78C2	168
78C3	0
78C4	0
78C5	200
78C6	184
78C7	228
78C8	197
78C9	0
78CA	167
78CB	0
78CC	0
78CD	184
78CE	0
78CF	0
78D0	0
78D1	246
78D2	0
78D3	197
78D4	0
78D5	183
78D6	184
78D7	0
78D8	0
78D9	229
78DA	169
78DB	0
78DC	197
78DD	0
78DE	229
78DF	241
78E0	241
78E1	62
78E2	45
78E3	151
78E4	0
78E5	0
78E6	0
78E7	241
78E8	0
78E9	0
78EA	0
78EB	184
78EC	184
78ED	48
78EE	0
78EF	0
78F0	0
78F1	0
78F2	21
78F3	0
78F4	21
78F5	21
78F6	0
78F7	21
78F8	0
78F9	0
78FA	0
78FB	0
78FC	21
78FD	0
78FE	0
78FF	0
7900	0
7901	21
7902	0
7903	21
7904	0
7905	21
7906	21
7907	101
7908	0
7909	21
790A	132
790B	0
790C	160
790D	0
790E	0
790F	176
7910	162
7911	0
7912	139
7913	146
7914	162
7915	0
7916	0
7917	178
7918	160
7919	147
791A	132
791B	178
791C	160
791D	139
791E	0
791F	16
7920	16
7921	0
7922	0
7923	145
7924	160
7925	151
7926	0
7927	176
7928	160
7929	0
792A	149
792B	16
792C	160
792D	0
792E	0
792F	176
7930	181
7931	0
7932	0
7933	176
7934	16
7935	150
7936	196
7937	145
7938	160
7939	0
793A	46
793B	176
793C	130
793D	140
793E	0
793F	146
7940	208
7941	194
7942	133
7943	165
7944	160
7945	117
7946	112
7947	178
7948	162
7949	174
794A	158
794B	178
794C	160
794D	152
794E	116
794F	176
7950	183
7951	118
7952	188
7953	176
7954	160
7955	0
7956	168
7957	176
7958	160
7959	48
795A	133
795B	165
795C	160
795D	0
795E	139
795F	167
7960	129
7961	198
7962	0
7963	145
7964	160
7965	152
7966	116
7967	176
7968	160
7969	139
796A	115
796B	146
796C	130
796D	232
796E	0
796F	0
7970	0
7971	0
7972	0
7973	0
7974	0
7975	0
7976	0
7977	0
7978	0
7979	0
797A	0
797B	0
797C	0
797D	0
797E	0
797F	0
7980	0
7981	0
7982	132
7983	0
7984	0
7985	0
7986	0
7987	0
7988	0
7989	134
798A	0
798B	0
798C	149
798D	131
798E	0
798F	0
7990	150
7991	166
7992	129
7993	0
7994	182
7995	168
7996	0
7997	0
7998	179
7999	134
799A	161
799B	145
799C	190
799D	16
799E	0
799F	194
79A0	149
79A1	16
79A2	209
79A3	197
79A4	215
79A5	199
79A6	177
79A7	0
79A8	195
79A9	0
79AA	208
79AB	0
79AC	196
79AD	142
79AE	0
79AF	0
79B0	158
79B1	138
79B2	0
79B3	0
79B4	182
79B5	166
79B6	0
79B7	0
79B8	186
79B9	138
79BA	0
79BB	0
79BC	154
79BD	156
79BE	0
79BF	0
79C0	143
79C1	140
79C2	0
79C3	0
79C4	154
79C5	157
79C6	0
79C7	0
79C8	154
